N,q,log2_q,fully_split,problem,l_M,k_s,n_c,B,distribution,dist_sd,n_LWE,m_LWE,n_SIS,m_SIS,mode,hiding_attack,hiding_log2_rop,hiding_log2_red,hiding_log2_mem,hiding_bkz_beta,hiding_beta,hiding_tag,binding_attack,binding_norm,binding_log2_rop,binding_bkz_beta,binding_beta,inf_binding_log2_rop,inf_binding_attack,inf_binding_log2_red,inf_binding_log2_mem,inf_binding_d,l2_binding_log2_rop,l2_binding_attack,l2_binding_log2_red,l2_binding_log2_mem,l2_binding_d,opening_length,random_length,s_SW,smallwood_rows,range_degree,range_grade,accepted,rejection_reason,notes
256,1054721,20.008,true,commitment_hiding+binding,1,1,10,16,uniform,9.5219,256,2560,2560,3072,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,3072,2816,16,192.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,1,12,8,uniform,4.89898,256,3072,3072,3584,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,3584,3328,16,224.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,1,12,16,uniform,9.5219,256,3072,3072,3584,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,3584,3328,16,224.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,1,8,uniform,4.89898,512,256,256,1024,rough,dual_hybrid,80.596,80.592,,,276,,,,,,,,,,,,,,,,,1024,768,16,64.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,1,16,uniform,9.5219,512,256,256,1024,rough,dual_hybrid,96.360,96.360,,,330,,,,,,,,,,,,,,,,,1024,768,16,64.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,2,8,uniform,4.89898,512,512,512,1280,rough,usvp,78.548,78.548,,1019,269,usvp,,,,,,,,,,,,,,,,1280,1024,16,80.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,2,16,uniform,9.5219,512,512,512,1280,rough,usvp,93.440,93.440,,1023,320,usvp,,,,,,,,,,,,,,,,1280,1024,16,80.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,3,8,uniform,4.89898,512,768,768,1536,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,1536,1280,16,96.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,3,16,uniform,9.5219,512,768,768,1536,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,1536,1280,16,96.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,4,8,uniform,4.89898,512,1024,1024,1792,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,1792,1536,16,112.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,4,16,uniform,9.5219,512,1024,1024,1792,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,1792,1536,16,112.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,5,8,uniform,4.89898,512,1280,1280,2048,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,2048,1792,16,128.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,5,16,uniform,9.5219,512,1280,1280,2048,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,2048,1792,16,128.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,6,8,uniform,4.89898,512,1536,1536,2304,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,2304,2048,16,144.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,6,16,uniform,9.5219,512,1536,1536,2304,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,2304,2048,16,144.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,8,8,uniform,4.89898,512,2048,2048,2816,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,2816,2560,16,176.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,8,16,uniform,9.5219,512,2048,2048,2816,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,2816,2560,16,176.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,10,8,uniform,4.89898,512,2560,2560,3328,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,3328,3072,16,208.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,10,16,uniform,9.5219,512,2560,2560,3328,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,3328,3072,16,208.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,12,8,uniform,4.89898,512,3072,3072,3840,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,3840,3584,16,240.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,2,12,16,uniform,9.5219,512,3072,3072,3840,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,3840,3584,16,240.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,1,8,uniform,4.89898,1024,256,256,1536,rough,dual_hybrid,194.408,194.180,,,665,,lattice,l2,180.164,1102,617,247.908,lattice,247.908,,1536,180.164,lattice,180.164,,1102,1536,1280,16,96.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,4,1,16,uniform,9.5219,1024,256,256,1536,rough,dual_hybrid,225.959,225.716,,,773,,lattice,l2,135.488,995,464,187.172,lattice,187.172,,1536,135.488,lattice,135.488,,995,1536,1280,16,96.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,4,2,8,uniform,4.89898,1024,512,512,1792,rough,dual_hybrid,194.408,194.180,,,665,,lattice,l2,464.864,1792,1592,995.095,lattice,995.095,,1792,464.864,lattice,464.864,,1792,1792,1536,16,112.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,4,2,16,uniform,9.5219,1024,512,512,1792,rough,dual_hybrid,225.959,225.716,,,773,,lattice,l2,341.056,1792,1168,443.840,lattice,443.840,,1792,341.056,lattice,341.056,,1792,1792,1536,16,112.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,4,3,8,uniform,4.89898,1024,768,768,2048,rough,dual_hybrid,194.408,194.180,,,665,,,,,,,,,,,,,,,,,2048,1792,16,128.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,3,16,uniform,9.5219,1024,768,768,2048,rough,dual_hybrid,225.959,225.716,,,773,,lattice,inf,2400.370,2048,2047,2400.370,lattice,2400.370,,2048,,,,,,2048,1792,16,128.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,4,4,8,uniform,4.89898,1024,1024,1024,2304,rough,usvp,190.092,190.092,,2046,651,usvp,,,,,,,,,,,,,,,,2304,2048,16,144.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,4,16,uniform,9.5219,1024,1024,1024,2304,rough,usvp,220.460,220.460,,2044,755,usvp,,,,,,,,,,,,,,,,2304,2048,16,144.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,5,8,uniform,4.89898,1024,1280,1280,2560,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,2560,2304,16,160.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,5,16,uniform,9.5219,1024,1280,1280,2560,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,2560,2304,16,160.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,6,8,uniform,4.89898,1024,1536,1536,2816,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,2816,2560,16,176.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,6,16,uniform,9.5219,1024,1536,1536,2816,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,2816,2560,16,176.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,8,8,uniform,4.89898,1024,2048,2048,3328,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,3328,3072,16,208.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,8,16,uniform,9.5219,1024,2048,2048,3328,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,3328,3072,16,208.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,10,8,uniform,4.89898,1024,2560,2560,3840,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,3840,3584,16,240.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,10,16,uniform,9.5219,1024,2560,2560,3840,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,3840,3584,16,240.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,12,8,uniform,4.89898,1024,3072,3072,4352,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,4352,4096,16,272.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,4,12,16,uniform,9.5219,1024,3072,3072,4352,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,4352,4096,16,272.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,6,1,8,uniform,4.89898,1536,256,256,2048,rough,dual_hybrid,315.068,315.068,,,1079,,lattice,l2,169.360,1078,580,240.024,lattice,240.024,,2047,169.360,lattice,169.360,,1078,2048,1792,16,128.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,6,1,16,uniform,9.5219,1536,256,256,2048,rough,dual_hybrid,361.788,361.788,,,1239,,lattice,l2,127.896,975,438,181.040,lattice,181.040,,2047,127.896,lattice,127.896,,975,2048,1792,16,128.000,33,direct,no,binding below target,
256,1054721,20.008,true,commitment_hiding+binding,1,6,2,8,uniform,4.89898,1536,512,512,2304,rough,dual_hybrid,315.068,315.068,,,1079,,lattice,l2,416.392,2137,1426,534.944,lattice,534.944,,2303,416.392,lattice,416.392,,2137,2304,2048,16,144.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,6,2,16,uniform,9.5219,1536,512,512,2304,rough,dual_hybrid,361.788,361.788,,,1239,,lattice,l2,321.784,1935,1102,415.516,lattice,415.516,,2303,321.784,lattice,321.784,,1935,2304,2048,16,144.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,6,3,8,uniform,4.89898,1536,768,768,2560,rough,dual_hybrid,315.068,315.068,,,1079,,lattice,l2,737.008,2560,2524,1942.312,lattice,1942.312,,2560,737.008,lattice,737.008,,2560,2560,2304,16,160.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,6,3,16,uniform,9.5219,1536,768,768,2560,rough,dual_hybrid,361.788,361.788,,,1239,,lattice,l2,543.704,2560,1862,694.960,lattice,694.960,,2560,543.704,lattice,543.704,,2560,2560,2304,16,160.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,6,4,8,uniform,4.89898,1536,1024,1024,2816,rough,dual_hybrid,315.068,315.068,,,1079,,,,,,,,,,,,,,,,,2816,2560,16,176.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,6,4,16,uniform,9.5219,1536,1024,1024,2816,rough,dual_hybrid,361.788,361.788,,,1239,,lattice,inf,2750.300,2816,2815,2750.300,lattice,2750.300,,2816,,,,,,2816,2560,16,176.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,6,5,8,uniform,4.89898,1536,1280,1280,3072,rough,dual_hybrid,315.068,315.068,,,1079,,,,,,,,,,,,,,,,,3072,2816,16,192.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,6,5,16,uniform,9.5219,1536,1280,1280,3072,rough,dual_hybrid,361.788,361.788,,,1239,,,,,,,,,,,,,,,,,3072,2816,16,192.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,6,6,8,uniform,4.89898,1536,1536,1536,3328,rough,usvp,309.812,309.812,,3065,1061,usvp,,,,,,,,,,,,,,,,3328,3072,16,208.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,6,6,16,uniform,9.5219,1536,1536,1536,3328,rough,usvp,355.364,355.364,,3068,1217,usvp,,,,,,,,,,,,,,,,3328,3072,16,208.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,6,8,8,uniform,4.89898,1536,2048,2048,3840,rough,usvp,307.768,307.768,,3258,1054,usvp,,,,,,,,,,,,,,,,3840,3584,16,240.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,6,8,16,uniform,9.5219,1536,2048,2048,3840,rough,usvp,348.940,348.940,,3374,1195,usvp,,,,,,,,,,,,,,,,3840,3584,16,240.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,6,10,8,uniform,4.89898,1536,2560,2560,4352,rough,usvp,307.768,307.768,,3258,1054,usvp,,,,,,,,,,,,,,,,4352,4096,16,272.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,6,10,16,uniform,9.5219,1536,2560,2560,4352,rough,usvp,348.940,348.940,,3374,1195,usvp,,,,,,,,,,,,,,,,4352,4096,16,272.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,6,12,8,uniform,4.89898,1536,3072,3072,4864,rough,usvp,307.768,307.768,,3258,1054,usvp,,,,,,,,,,,,,,,,4864,4608,16,304.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,6,12,16,uniform,9.5219,1536,3072,3072,4864,rough,usvp,348.940,348.940,,3374,1195,usvp,,,,,,,,,,,,,,,,4864,4608,16,304.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,8,1,8,uniform,4.89898,2048,256,256,2560,rough,dual_hybrid,439.168,439.168,,,1504,,lattice,l2,161.768,1060,554,233.600,lattice,233.600,,2559,161.768,lattice,161.768,,1060,2560,2304,16,160.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,8,1,16,uniform,9.5219,2048,256,256,2560,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,122.348,960,419,176.368,lattice,176.368,,2559,122.348,lattice,122.348,,960,2560,2304,16,160.000,33,direct,no,binding below target,
256,1054721,20.008,true,commitment_hiding+binding,1,8,2,8,uniform,4.89898,2048,512,512,2816,rough,dual_hybrid,439.168,439.168,,,1504,,lattice,l2,400.624,2105,1372,525.600,lattice,525.600,,2816,400.624,lattice,400.624,,2105,2816,2560,16,176.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,8,2,16,uniform,9.5219,2048,512,512,2816,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,310.688,1909,1064,408.216,lattice,408.216,,2815,310.688,lattice,310.688,,1909,2816,2560,16,176.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,8,3,8,uniform,4.89898,2048,768,768,3072,rough,dual_hybrid,439.168,439.168,,,1504,,lattice,l2,660.796,3072,2263,835.996,lattice,835.996,,3072,660.796,lattice,660.796,,3072,3072,2816,16,192.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,8,3,16,uniform,9.5219,2048,768,768,3072,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,516.548,2847,1769,648.824,lattice,648.824,,3072,516.548,lattice,516.548,,2847,3072,2816,16,192.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,8,4,8,uniform,4.89898,2048,1024,1024,3328,rough,dual_hybrid,439.168,439.168,,,1504,,lattice,inf,2923.842,3328,3327,2923.842,lattice,2923.842,,3328,,,,,,3328,3072,16,208.000,17,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,8,4,16,uniform,9.5219,2048,1024,1024,3328,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,749.272,3328,2566,945.788,lattice,945.788,,3328,749.272,lattice,749.272,,3328,3328,3072,16,208.000,33,direct,yes,,
256,1054721,20.008,true,commitment_hiding+binding,1,8,5,8,uniform,4.89898,2048,1280,1280,3584,rough,dual_hybrid,439.168,439.168,,,1504,,,,,,,,,,,,,,,,,3584,3328,16,224.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,8,5,16,uniform,9.5219,2048,1280,1280,3584,rough,dual_hybrid,501.364,501.364,,,1717,,,,,,,,,,,,,,,,,3584,3328,16,224.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,8,6,8,uniform,4.89898,2048,1536,1536,3840,rough,dual_hybrid,439.168,439.168,,,1504,,,,,,,,,,,,,,,,,3840,3584,16,240.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,8,6,16,uniform,9.5219,2048,1536,1536,3840,rough,dual_hybrid,501.364,501.364,,,1717,,,,,,,,,,,,,,,,,3840,3584,16,240.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,8,8,8,uniform,4.89898,2048,2048,2048,4352,rough,usvp,434.204,434.204,,4095,1487,usvp,,,,,,,,,,,,,,,,4352,4096,16,272.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,8,8,16,uniform,9.5219,2048,2048,2048,4352,rough,usvp,495.232,495.232,,4089,1696,usvp,,,,,,,,,,,,,,,,4352,4096,16,272.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,8,10,8,uniform,4.89898,2048,2560,2560,4864,rough,usvp,432.452,432.452,,4302,1481,usvp,,,,,,,,,,,,,,,,4864,4608,16,304.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,8,10,16,uniform,9.5219,2048,2560,2560,4864,rough,usvp,488.224,488.224,,4471,1672,usvp,,,,,,,,,,,,,,,,4864,4608,16,304.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,8,12,8,uniform,4.89898,2048,3072,3072,5376,rough,usvp,432.452,432.452,,4302,1481,usvp,,,,,,,,,,,,,,,,5376,5120,16,336.000,17,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,1,8,12,16,uniform,9.5219,2048,3072,3072,5376,rough,usvp,488.224,488.224,,4471,1672,usvp,,,,,,,,,,,,,,,,5376,5120,16,336.000,33,direct,no,binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,1,8,uniform,4.89898,256,256,256,1024,rough,usvp,28.032,28.032,,507,96,usvp,,,,,,,,,,,,,,,,1024,512,16,64.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,1,16,uniform,9.5219,256,256,256,1024,rough,usvp,35.624,35.624,,509,122,usvp,,,,,,,,,,,,,,,,1024,512,16,64.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,2,8,uniform,4.89898,256,512,512,1280,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,1280,768,16,80.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,2,16,uniform,9.5219,256,512,512,1280,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,1280,768,16,80.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,3,8,uniform,4.89898,256,768,768,1536,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,1536,1024,16,96.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,3,16,uniform,9.5219,256,768,768,1536,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,1536,1024,16,96.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,4,8,uniform,4.89898,256,1024,1024,1792,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,1792,1280,16,112.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,4,16,uniform,9.5219,256,1024,1024,1792,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,1792,1280,16,112.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,5,8,uniform,4.89898,256,1280,1280,2048,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,2048,1536,16,128.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,5,16,uniform,9.5219,256,1280,1280,2048,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,2048,1536,16,128.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,6,8,uniform,4.89898,256,1536,1536,2304,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,2304,1792,16,144.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,6,16,uniform,9.5219,256,1536,1536,2304,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,2304,1792,16,144.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,8,8,uniform,4.89898,256,2048,2048,2816,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,2816,2304,16,176.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,8,16,uniform,9.5219,256,2048,2048,2816,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,2816,2304,16,176.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,10,8,uniform,4.89898,256,2560,2560,3328,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,3328,2816,16,208.000,17,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,10,16,uniform,9.5219,256,2560,2560,3328,rough,usvp,32.412,32.412,,594,111,usvp,,,,,,,,,,,,,,,,3328,2816,16,208.000,33,direct,no,hiding below target; binding failed,
256,1054721,20.008,true,commitment_hiding+binding,2,1,12,8,uniform,4.89898,256,3072,3072,3840,rough,usvp,26.280,26.280,,578,90,usvp,,,,,,,,,,,,,,,,3840,3328,16,240.000,17,direct,no,hiding below target; binding failed,
